theory,host,defect,cdir,nelect,F,E0,conv
pbesol,CdSe0.12Te0.88,Bi_Cd+O_i,Charged-1,1954,-.60423120E+03,-.60423120E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+O_i,Charged-2,1955,-.60154167E+03,-.60152757E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+O_i,Neutral,1953.0000,-.60636982E+03,-.60634380E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Se_i,Charged+1,1952,-.60710711E+03,-.60710711E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Se_i,Charged+2,1951,-.60925880E+03,-.60923246E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Se_i,Charged-1,1954,-.60164827E+03,-.60164827E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Se_i,Charged-2,1955,-.59852837E+03,-.59852795E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Se_i,Neutral,1953.0000,-.60440137E+03,-.60438727E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Te_i,Charged+1,1952,-.60631062E+03,-.60631062E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Te_i,Charged+2,1951,-.60850656E+03,-.60848492E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Te_i,Charged-1,1954,-.60081485E+03,-.60081485E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Te_i,Charged-2,1955,-.59769349E+03,-.59769330E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+Te_i,Neutral,1953.0000,-.60358894E+03,-.60357483E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Cd,Charged+1,1934,-.60079492E+03,-.60075827E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Cd,Charged+2,1933,-.60287075E+03,-.60283007E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Cd,Charged-1,1936,-.59654027E+03,-.59654027E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Cd,Charged-2,1937,-.59386318E+03,-.59384908E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Cd,Neutral,1935.0000,-.59869182E+03,-.59866732E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Se,Charged+1,1940,-.59784232E+03,-.59784232E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Se,Charged+2,1939,-.59991797E+03,-.59989198E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Se,Charged-1,1942,-.59237490E+03,-.59237490E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Se,Charged-2,1943,-.58912554E+03,-.58912554E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Se,Neutral,1941.0000,-.59513433E+03,-.59512023E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Te,Charged+1,1940,-.59878079E+03,-.59878079E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Te,Charged+2,1939,-.60085658E+03,-.60083199E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Te,Charged-1,1942,-.59354531E+03,-.59354531E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Te,Charged-2,1943,-.59097203E+03,-.59095792E+03,1
pbesol,CdSe0.12Te0.88,Bi_Cd+V_Te,Neutral,1941.0000,-.59619031E+03,-.59617621E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se,Charged+1,1952,-.60007114E+03,-.60004901E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se,Charged+2,1951,-.60221156E+03,-.60217677E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se,Charged-1,1954,-.59556780E+03,-.59556780E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se,Charged-2,1955,-.59294994E+03,-.59293583E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se,Neutral,1953.0000,-.59787919E+03,-.59787415E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Bi_i,Charged+1,1967,-.60397172E+03,-.60395762E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Bi_i,Charged+2,1966,-.60664812E+03,-.60664812E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Bi_i,Charged-1,1969,-.59813799E+03,-.59813799E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Bi_i,Charged-2,1970,-.59513215E+03,-.59513215E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Bi_i,Neutral,1968.0000,-.60124210E+03,-.60124210E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_Se,Charged+1,1953,-.59878030E+03,-.59876200E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_Se,Charged+2,1952,-.60096890E+03,-.60094340E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_Se,Charged-1,1955,-.59388765E+03,-.59387355E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_Se,Charged-2,1956,-.59122536E+03,-.59122536E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_Se,Neutral,1954.0000,-.59649653E+03,-.59649653E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_i,Charged+1,1959,-.60315365E+03,-.60315365E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_i,Charged+2,1958,-.60570535E+03,-.60570535E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_i,Charged-1,1961,-.59822164E+03,-.59820754E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_i,Charged-2,1962,-.59551615E+03,-.59551615E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+Cl_i,Neutral,1960.0000,-.60087099E+03,-.60087099E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_Se,Charged+1,1952,-.60150354E+03,-.60148131E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_Se,Charged+2,1951,-.60362127E+03,-.60358760E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_Se,Charged-1,1954,-.59704969E+03,-.59704961E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_Se,Charged-2,1955,-.59454520E+03,-.59453109E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_Se,Neutral,1953.0000,-.59933335E+03,-.59932519E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_i,Charged+1,1958,-.60557561E+03,-.60557561E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_i,Charged+2,1957,-.60808706E+03,-.60806628E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_i,Charged-1,1960,-.60125067E+03,-.60123335E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_i,Charged-2,1961,-.59859088E+03,-.59857235E+03,1
pbesol,CdSe0.12Te0.88,Bi_Se+O_i,Neutral,1959.0000,-.60430175E+03,-.60428764E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te,Charged+1,1952,-.60068357E+03,-.60065919E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te,Charged+2,1951,-.60278572E+03,-.60274837E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te,Charged-1,1954,-.59628524E+03,-.59628523E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te,Charged-2,1955,-.59369675E+03,-.59368265E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te,Neutral,1953.0000,-.59853063E+03,-.59851035E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Bi_i,Charged+1,1967,-.60451240E+03,-.60449830E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Bi_i,Charged+2,1966,-.60715129E+03,-.60715129E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Bi_i,Charged-1,1969,-.59883330E+03,-.59883330E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Bi_i,Charged-2,1970,-.59597460E+03,-.59597460E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Bi_i,Neutral,1968.0000,-.60182063E+03,-.60182063E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_Te,Charged+1,1953,-.60008628E+03,-.60006823E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_Te,Charged+2,1952,-.60217459E+03,-.60214610E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_Te,Charged-1,1955,-.59538700E+03,-.59537290E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_Te,Charged-2,1956,-.59278714E+03,-.59278714E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_Te,Neutral,1954.0000,-.59793465E+03,-.59793465E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_i,Charged+1,1959,-.60387553E+03,-.60387553E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_i,Charged+2,1958,-.60640863E+03,-.60640863E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_i,Charged-1,1961,-.59898274E+03,-.59896863E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_i,Charged-2,1962,-.59630970E+03,-.59630970E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+Cl_i,Neutral,1960.0000,-.60160273E+03,-.60160273E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_Te,Charged+1,1952,-.60279211E+03,-.60277304E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_Te,Charged+2,1951,-.60483401E+03,-.60480736E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_Te,Charged-1,1954,-.59843581E+03,-.59843560E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_Te,Charged-2,1955,-.59597979E+03,-.59596568E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_Te,Neutral,1953.0000,-.60070245E+03,-.60070214E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_i,Charged+1,1958,-.60738303E+03,-.60738303E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_i,Charged+2,1957,-.60975215E+03,-.60975149E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_i,Charged-1,1960,-.60229808E+03,-.60229808E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_i,Charged-2,1961,-.59953822E+03,-.59953822E+03,1
pbesol,CdSe0.12Te0.88,Bi_Te+O_i,Neutral,1959.0000,-.60496196E+03,-.60494785E+03,1
pbesol,CdSe0.12Te0.88,Bi_i,Charged+1,1958,-.60419169E+03,-.60419169E+03,1
pbesol,CdSe0.12Te0.88,Bi_i,Charged+2,1957,-.60692027E+03,-.60690616E+03,1
pbesol,CdSe0.12Te0.88,Bi_i,Charged-1,1960,-.59885827E+03,-.59885827E+03,1
pbesol,CdSe0.12Te0.88,Bi_i,Charged-2,1961,-.59602108E+03,-.59602108E+03,1
pbesol,CdSe0.12Te0.88,Bi_i,Neutral,1959.0000,-.60156112E+03,-.60154701E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Bi_i,Charged+1,1973,-.60793543E+03,-.60792133E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Bi_i,Charged+2,1972,-.61064406E+03,-.61064406E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Bi_i,Charged-1,1975,-.60239863E+03,-.60239863E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Bi_i,Charged-2,1976,-.59930782E+03,-.59930782E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Bi_i,Neutral,1974.0000,-.60538880E+03,-.60538880E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Se_i,Charged+1,1964,-.60812947E+03,-.60812947E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Se_i,Charged+2,1963,-.61045238E+03,-.61045238E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Se_i,Charged-1,1966,-.60265638E+03,-.60265638E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Se_i,Charged-2,1967,-.59967804E+03,-.59967804E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Se_i,Neutral,1965.0000,-.60545688E+03,-.60544278E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Te_i,Charged+1,1964,-.60701461E+03,-.60701457E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Te_i,Charged+2,1963,-.61018224E+03,-.61016813E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Te_i,Charged-1,1966,-.60163820E+03,-.60163820E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Te_i,Charged-2,1967,-.59819294E+03,-.59819293E+03,1
pbesol,CdSe0.12Te0.88,Bi_i+Te_i,Neutral,1965.0000,-.60458194E+03,-.60456783E+03,1
pbesol,CdSe0.12Te0.88,BULK,Bulk,,-.59969756E+03,-.59969756E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se,Charged+1,Cg_NA,-.60245255E+03,-.60242705E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se,Charged+2,Cg_NA,-.60451221E+03,-.60447471E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se,Charged-1,Cg_NA,-.59771420E+03,-.59770010E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se,Charged-2,Cg_NA,-.59501717E+03,-.59501717E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se,Neutral,Nt_NA,-.60035705E+03,-.60035705E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se+Te_i,Charged+1,Cg_NA,-.60585204E+03,-.60582641E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se+Te_i,Charged+2,Cg_NA,-.60795614E+03,-.60791921E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se+Te_i,Charged-1,Cg_NA,-.60103187E+03,-.60101777E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se+Te_i,Charged-2,Cg_NA,-.59829562E+03,-.59829562E+03,1
pbesol,CdSe0.12Te0.88,Cd_Se+Te_i,Neutral,Nt_NA,-.60371446E+03,-.60371446E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te,Charged+1,Cg_NA,-.60222725E+03,-.60222725E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te,Charged+2,Cg_NA,-.60453338E+03,-.60453338E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te,Charged-1,Cg_NA,-.59729539E+03,-.59728128E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te,Charged-2,Cg_NA,-.59457357E+03,-.59457357E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te,Neutral,Nt_NA,-.59996310E+03,-.59996310E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te+Se_i,Charged+1,Cg_NA,-.60583771E+03,-.60581200E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te+Se_i,Charged+2,Cg_NA,-.60794114E+03,-.60790354E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te+Se_i,Charged-1,Cg_NA,-.60101700E+03,-.60100289E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te+Se_i,Charged-2,Cg_NA,-.59828076E+03,-.59828076E+03,1
pbesol,CdSe0.12Te0.88,Cd_Te+Se_i,Neutral,Nt_NA,-.60369938E+03,-.60369938E+03,1
pbesol,CdSe0.12Te0.88,Cd_i,Charged+1,Cg_NA,-.60267705E+03,-.60266294E+03,1
pbesol,CdSe0.12Te0.88,Cd_i,Charged+2,Cg_NA,-.60526699E+03,-.60526699E+03,1
pbesol,CdSe0.12Te0.88,Cd_i,Charged-1,Cg_NA,-.59689191E+03,-.59688570E+03,1
pbesol,CdSe0.12Te0.88,Cd_i,Charged-2,Cg_NA,-.59370913E+03,-.59370913E+03,1
pbesol,CdSe0.12Te0.88,Cd_i,Neutral,Nt_NA,-.60003434E+03,-.60003434E+03,1
pbesol,CdSe0.12Te0.88,Cl_Se,Charged+1,1944,-.60054950E+03,-.60054950E+03,1
pbesol,CdSe0.12Te0.88,Cl_Se,Charged+2,1943,-.60262775E+03,-.60260144E+03,1
pbesol,CdSe0.12Te0.88,Cl_Se,Charged-1,1946,-.59535176E+03,-.59535176E+03,1
pbesol,CdSe0.12Te0.88,Cl_Se,Charged-2,1947,-.59173029E+03,-.59171611E+03,1
pbesol,CdSe0.12Te0.88,Cl_Se,Neutral,1945.0000,-.59797670E+03,-.59796259E+03,1
pbesol,CdSe0.12Te0.88,Cl_Te,Charged+1,1944,-.60115506E+03,-.60115506E+03,1
pbesol,CdSe0.12Te0.88,Cl_Te,Charged+2,1943,-.60321369E+03,-.60318731E+03,1
pbesol,CdSe0.12Te0.88,Cl_Te,Charged-1,1946,-.59603199E+03,-.59603199E+03,1
pbesol,CdSe0.12Te0.88,Cl_Te,Charged-2,1947,-.59238533E+03,-.59236292E+03,1
pbesol,CdSe0.12Te0.88,Cl_Te,Neutral,1945.0000,-.59861945E+03,-.59860534E+03,1
pbesol,CdSe0.12Te0.88,Cu_Cd,Charged+1,1942,-.60363345E+03,-.60359540E+03,1
pbesol,CdSe0.12Te0.88,Cu_Cd,Charged+2,1941,-.60570883E+03,-.60566691E+03,1
pbesol,CdSe0.12Te0.88,Cu_Cd,Charged-1,1944,-.59935690E+03,-.59935690E+03,1
pbesol,CdSe0.12Te0.88,Cu_Cd,Charged-2,1945,-.59677052E+03,-.59675641E+03,1
pbesol,CdSe0.12Te0.88,Cu_Cd,Neutral,1943.0000,-.60152685E+03,-.60150099E+03,1
pbesol,CdSe0.12Te0.88,N_Se,Charged+1,1942,-.60313114E+03,-.60309276E+03,1
pbesol,CdSe0.12Te0.88,N_Se,Charged+2,1941,-.60515181E+03,-.60510969E+03,1
pbesol,CdSe0.12Te0.88,N_Se,Charged-1,1944,-.59901609E+03,-.59901609E+03,1
pbesol,CdSe0.12Te0.88,N_Se,Charged-2,1945,-.59647905E+03,-.59646495E+03,1
pbesol,CdSe0.12Te0.88,N_Se,Neutral,1943.0000,-.60109030E+03,-.60106394E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_Se,Charged+1,1943,-.60195607E+03,-.60192968E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_Se,Charged+2,1942,-.60399158E+03,-.60395315E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_Se,Charged-1,1945,-.59736448E+03,-.59735037E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_Se,Charged-2,1946,-.59478971E+03,-.59478971E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_Se,Neutral,1944.0000,-.59988583E+03,-.59988583E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_i,Charged+1,1949,-.60541743E+03,-.60540225E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_i,Charged+2,1948,-.60775494E+03,-.60771665E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_i,Charged-1,1951,-.60102438E+03,-.60101027E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_i,Charged-2,1952,-.59837889E+03,-.59837889E+03,1
pbesol,CdSe0.12Te0.88,N_Se+Cl_i,Neutral,1950.0000,-.60361168E+03,-.60361168E+03,1
pbesol,CdSe0.12Te0.88,N_Se+N_i,Charged+1,1947,-.61307062E+03,-.61305651E+03,1
pbesol,CdSe0.12Te0.88,N_Se+N_i,Charged+2,1946,-.61567570E+03,-.61567570E+03,1
pbesol,CdSe0.12Te0.88,N_Se+N_i,Charged-1,1949,-.60715542E+03,-.60715542E+03,1
pbesol,CdSe0.12Te0.88,N_Se+N_i,Charged-2,1950,-.60441181E+03,-.60441181E+03,1
pbesol,CdSe0.12Te0.88,N_Se+N_i,Neutral,1948.0000,-.61042174E+03,-.61042174E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_Se,Charged+1,1942,-.60451192E+03,-.60447350E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_Se,Charged+2,1941,-.60650746E+03,-.60646530E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_Se,Charged-1,1944,-.60044212E+03,-.60044212E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_Se,Charged-2,1945,-.59801701E+03,-.59800291E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_Se,Neutral,1943.0000,-.60249452E+03,-.60246812E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_i,Charged+1,1948,-.60971437E+03,-.60971437E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_i,Charged+2,1947,-.61179240E+03,-.61176560E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_i,Charged-1,1950,-.60448455E+03,-.60447037E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_i,Charged-2,1951,-.60186146E+03,-.60184608E+03,1
pbesol,CdSe0.12Te0.88,N_Se+O_i,Neutral,1949.0000,-.60727880E+03,-.60727879E+03,1
pbesol,CdSe0.12Te0.88,N_Te,Charged+1,1942,-.60367116E+03,-.60363279E+03,1
pbesol,CdSe0.12Te0.88,N_Te,Charged+2,1941,-.60566600E+03,-.60562391E+03,1
pbesol,CdSe0.12Te0.88,N_Te,Charged-1,1944,-.59960622E+03,-.59960622E+03,1
pbesol,CdSe0.12Te0.88,N_Te,Charged-2,1945,-.59711233E+03,-.59709822E+03,1
pbesol,CdSe0.12Te0.88,N_Te,Neutral,1943.0000,-.60165536E+03,-.60162901E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_Te,Charged+1,1943,-.60329287E+03,-.60326653E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_Te,Charged+2,1942,-.60527400E+03,-.60523565E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_Te,Charged-1,1945,-.59882010E+03,-.59880600E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_Te,Charged-2,1946,-.59630993E+03,-.59630993E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_Te,Neutral,1944.0000,-.60127834E+03,-.60127834E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_i,Charged+1,1949,-.60633153E+03,-.60630532E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_i,Charged+2,1948,-.60836297E+03,-.60832481E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_i,Charged-1,1951,-.60171085E+03,-.60169675E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_i,Charged-2,1952,-.59910193E+03,-.59910193E+03,1
pbesol,CdSe0.12Te0.88,N_Te+Cl_i,Neutral,1950.0000,-.60426725E+03,-.60426725E+03,1
pbesol,CdSe0.12Te0.88,N_Te+N_i,Charged+1,1947,-.61371227E+03,-.61369817E+03,1
pbesol,CdSe0.12Te0.88,N_Te+N_i,Charged+2,1946,-.61629677E+03,-.61629677E+03,1
pbesol,CdSe0.12Te0.88,N_Te+N_i,Charged-1,1949,-.60783620E+03,-.60783620E+03,1
pbesol,CdSe0.12Te0.88,N_Te+N_i,Charged-2,1950,-.60510403E+03,-.60510403E+03,1
pbesol,CdSe0.12Te0.88,N_Te+N_i,Neutral,1948.0000,-.61111664E+03,-.61111664E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_Te,Charged+1,1942,-.60560002E+03,-.60556176E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_Te,Charged+2,1941,-.60754099E+03,-.60749900E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_Te,Charged-1,1944,-.60164030E+03,-.60164030E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_Te,Charged-2,1945,-.59907905E+03,-.59906495E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_Te,Neutral,1943.0000,-.60363626E+03,-.60361000E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_i,Charged+1,1948,-.61032027E+03,-.61032027E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_i,Charged+2,1947,-.61237502E+03,-.61234747E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_i,Charged-1,1950,-.60532221E+03,-.60530812E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_i,Charged-2,1951,-.60247565E+03,-.60246374E+03,1
pbesol,CdSe0.12Te0.88,N_Te+O_i,Neutral,1949.0000,-.60787262E+03,-.60787261E+03,1
pbesol,CdSe0.12Te0.88,N_i,Charged+1,1948,-.60699944E+03,-.60697845E+03,1
pbesol,CdSe0.12Te0.88,N_i,Charged+2,1947,-.60892345E+03,-.60891082E+03,1
pbesol,CdSe0.12Te0.88,N_i,Charged-1,1950,-.60141986E+03,-.60141986E+03,1
pbesol,CdSe0.12Te0.88,N_i,Charged-2,1951,-.59967861E+03,-.59966587E+03,1
pbesol,CdSe0.12Te0.88,N_i,Neutral,1949.0000,-.60416599E+03,-.60415188E+03,1
pbesol,CdSe0.12Te0.88,N_i+N_i,Charged+1,1953,-.61674401E+03,-.61674373E+03,1
pbesol,CdSe0.12Te0.88,N_i+N_i,Charged+2,1952,-.61919398E+03,-.61915547E+03,1
pbesol,CdSe0.12Te0.88,N_i+N_i,Charged-1,1955,-.61185299E+03,-.61183889E+03,1
pbesol,CdSe0.12Te0.88,N_i+N_i,Charged-2,1956,-.60919001E+03,-.60919001E+03,1
pbesol,CdSe0.12Te0.88,N_i+N_i,Neutral,1954.0000,-.61447255E+03,-.61447255E+03,1
pbesol,CdSe0.12Te0.88,N_i+Se_i,Charged+1,1954,-.60965757E+03,-.60965757E+03,1
pbesol,CdSe0.12Te0.88,N_i+Se_i,Charged+2,1953,-.61180556E+03,-.61178531E+03,1
pbesol,CdSe0.12Te0.88,N_i+Se_i,Charged-1,1956,-.60592020E+03,-.60592020E+03,1
pbesol,CdSe0.12Te0.88,N_i+Se_i,Charged-2,1957,-.60314769E+03,-.60314769E+03,1
pbesol,CdSe0.12Te0.88,N_i+Se_i,Neutral,1955.0000,-.60870158E+03,-.60868748E+03,1
pbesol,CdSe0.12Te0.88,N_i+Te_i,Charged+1,1954,-.61043415E+03,-.61043415E+03,1
pbesol,CdSe0.12Te0.88,N_i+Te_i,Charged+2,1953,-.61110813E+03,-.61108548E+03,1
pbesol,CdSe0.12Te0.88,N_i+Te_i,Charged-1,1956,-.60504750E+03,-.60504750E+03,1
pbesol,CdSe0.12Te0.88,N_i+Te_i,Charged-2,1957,-.60204146E+03,-.60204146E+03,1
pbesol,CdSe0.12Te0.88,N_i+Te_i,Neutral,1955.0000,-.60795653E+03,-.60794243E+03,1
pbesol,CdSe0.12Te0.88,O_Se,Charged+1,1943,-.60317806E+03,-.60315167E+03,1
pbesol,CdSe0.12Te0.88,O_Se,Charged+2,1942,-.60520636E+03,-.60516796E+03,1
pbesol,CdSe0.12Te0.88,O_Se,Charged-1,1945,-.59865195E+03,-.59863785E+03,1
pbesol,CdSe0.12Te0.88,O_Se,Charged-2,1946,-.59613080E+03,-.59613080E+03,1
pbesol,CdSe0.12Te0.88,O_Se,Neutral,1944.0000,-.60111663E+03,-.60111663E+03,1
pbesol,CdSe0.12Te0.88,O_Te,Charged+1,1943,-.60370620E+03,-.60367985E+03,1
pbesol,CdSe0.12Te0.88,O_Te,Charged+2,1942,-.60571329E+03,-.60567494E+03,1
pbesol,CdSe0.12Te0.88,O_Te,Charged-1,1945,-.59924172E+03,-.59922761E+03,1
pbesol,CdSe0.12Te0.88,O_Te,Charged-2,1946,-.59676157E+03,-.59676157E+03,1
pbesol,CdSe0.12Te0.88,O_Te,Neutral,1944.0000,-.60166572E+03,-.60166572E+03,1
pbesol,CdSe0.12Te0.88,O_i+As_Se+O_i,Charged+1,1964,-.61314778E+03,-.61314194E+03,1
pbesol,CdSe0.12Te0.88,O_i+As_Se+O_i,Charged+2,1963,-.61439522E+03,-.61439513E+03,1
pbesol,CdSe0.12Te0.88,O_i+As_Se+O_i,Charged-1,1966,-.60842674E+03,-.60842494E+03,1
